评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件
物流真的太快了！下单第二天就收到货了，给快递小哥点赞。打开包裹，里面的商品包装得很严实，保护得非常好。东西质量很棒，做工精致，材质摸起来很有质感，完全对得起这个价格。卖家很诚信，实物与描述百分百相符。这个价格能买到这样的品质，真的很值，五星好评！,5,已购 幻夜黑 12GB+512GB,公子-不花,77,物流真的太快了下单第二天就收到货了给快递小哥点赞打开包裹里面的商品包装得很严实保护得非常好东西质量很棒做工精致材质摸起来很有质感完全对得起这个价格卖家很诚信实物与描述百分百相符这个价格能买到这样的品质真的很值五星好评,物流 真的 太快 下单 第二天 收到 快递 小哥 点赞 打开 包裹 里面 商品 包装 严实 保护 非常 东西 质量 很棒 做工 精致 材质 起来 质感 完全 对得起 这个 价格 卖家 诚信 实物 描述 百分百 相符 这个 价格 这样 品质 真的 很值 五星 好评,商品9.csv
价格跟线下的差不多，京东自营比较有保障一点，参考了几款手机，感觉还是这款好一点，希望使用没有质量问题。,3,已购 幻夜黑 8GB+256GB,逆***明,78,价格跟线下的差不多京东自营比较有保障一点参考了几款手机感觉还是这款好一点希望使用没有质量问题,价格 线下 差不多 京东 自营 比较 保障 一点 参考 几款 手机 感觉 还是 这款 一点 希望 使用 没有 质量 问题,商品9.csv
手机超出预期，它的电池比较大，肯定待机时间长，屏幕色彩也很鲜艳。拍照效果也好，手感舒适，完全超出预期。,5,已购 朱砂红 8GB+128GB,jinxinjiao5415,79,手机超出预期它的电池比较大肯定待机时间长屏幕色彩也很鲜艳拍照效果也好手感舒适完全超出预期,手机 超出 预期 电池 比较 肯定 待机时间 屏幕 色彩 鲜艳 拍照 效果 也好 手感 舒适 完全 超出 预期,商品9.csv
婆婆来伺候月子觉得她很辛苦，立刻安排上新的手机让她看孩子的时候也能放松放松，屏幕很清晰，老人说一点也不伤眼睛，拿着也轻便，不累,5,已购 朱砂红 12GB+256GB,jd_186606kup,80,婆婆来伺候月子觉得她很辛苦立刻安排上新的手机让她看孩子的时候也能放松放松屏幕很清晰老人说一点也不伤眼睛拿着也轻便不累,婆婆 伺候 觉得 辛苦 立刻 安排 手机 孩子 时候 放松 放松 屏幕 清晰 老人 一点 不伤 眼睛 轻便,商品9.csv
一直用荣耀，性价比很高，存储空间和电池都够够的😘要是华为系统那就更好了，刚买的时候还有点纠结，咬咬牙买了，用起来挺不错的现在，拍到了可爱的微生物😂😂😂芯片上也拍的很清晰,5,已购 竹韵青 12GB+512GB,Mahurho,81,一直用荣耀性价比很高存储空间和电池都够够的要是华为系统那就更好了刚买的时候还有点纠结咬咬牙买了用起来挺不错的现在拍到了可爱的微生物芯片上也拍的很清晰,一直 荣耀 性价比 存储空间 电池 要是 华为 系统 更好 时候 有点 纠结 咬咬牙 起来 挺不错 现在 拍到 可爱 微生物 芯片 清晰,商品9.csv
"京东看来看去，找的很久，选华为或者选荣耀。
最终还是选了这款，给老人用。
电池容量足够大，手机外壳也好看，适合老人使用。
已经使用中。",5,已购 竹韵青 8GB+256GB,zhaoqiang689,82,"京东看来看去找的很久选华为或者选荣耀
最终还是选了这款给老人用
电池容量足够大手机外壳也好看适合老人使用
已经使用中",京东 看来看去 很久选 华为 或者 荣耀 最终 还是 选了 这款 老人 电池容量 足够 手机 外壳 好看 适合 老人 使用 已经 使用,商品9.csv
软件响应快，使用流畅。拿在手里大小合适，分量还行，久握不觉得累，100%的电量刷刷视频玩玩游戏用一天没问题，充电速度也快,5,已购 竹韵青 8GB+128GB,u***1,83,软件响应快使用流畅拿在手里大小合适分量还行久握不觉得累的电量刷刷视频玩玩游戏用一天没问题充电速度也快,软件 响应 使用 流畅 手里 大小 合适 分量 行久握 觉得 电量 刷刷 视频 玩玩 游戏 一天 问题 充电 速度,商品9.csv
整体用力的效果好，待机电池也很差，用了2天多多，还有电，整体感觉都挺好。那这效果也不错，整体感觉不错,5,已购 月影白 12GB+256GB,小***诗,84,整体用力的效果好待机电池也很差用了天多多还有电整体感觉都挺好那这效果也不错整体感觉不错,整体 用力 效果 待机 电池 差用 多多 还有 整体 感觉 效果 不错 整体 感觉 不错,商品9.csv
新手机很好用，软件启动快，操作顺畅，手感也好，颜值更适合男士，给老公买的嘻嘻，价钱也不算太贵，用上3年没问题,5,已购 幻夜黑 12GB+256GB,u***d,85,新手机很好用软件启动快操作顺畅手感也好颜值更适合男士给老公买的嘻嘻价钱也不算太贵用上年没问题,新手机 软件 启动 操作 顺畅 手感 也好 颜值 适合 男士 老公 嘻嘻 价钱 不算 太贵 上年 问题,商品9.csv
"📱屏幕色彩超赞，画面清晰明亮✨
🎧外放音质洪亮，细节丰富🎶
⚡软件启动飞快，操作流畅无比🚀
🔋充电速度给力，续航表现优秀🔋
📦包装严实，物流迅速，服务贴心💖",5,已购 月影白 8GB+256GB,u_enw3995ihpv1,86,"屏幕色彩超赞画面清晰明亮
外放音质洪亮细节丰富
软件启动飞快操作流畅无比
充电速度给力续航表现优秀
包装严实物流迅速服务贴心",屏幕 色彩 超赞 画面 清晰 明亮 外放 音质 洪亮 细节 丰富 软件 启动 飞快 操作 流畅 无比 充电 速度 给力 续航 表现 优秀 包装 严实 物流 迅速 服务 贴心,商品9.csv
刚收到新机，看外观感觉还不错，具体使用效果需要后面追评，目前觉得性价比不错，还有国补挺划算，手机配置给老爸正常社交刷一些视频足够用了。,5,已购 幻夜黑 8GB+256GB,黑色幽默0517,87,刚收到新机看外观感觉还不错具体使用效果需要后面追评目前觉得性价比不错还有国补挺划算手机配置给老爸正常社交刷一些视频足够用了,收到 新机 外观 感觉 不错 具体 使用 效果 需要 后面 追评 目前 觉得 性价比 不错 还有 国补 划算 手机 配置 老爸 正常 社交 一些 视频 足够,商品9.csv
"手机外观很上档次，家人很喜欢。用完国补之后性价比特别高。
用起来非常流畅，觉特别好，屏幕显示效果也非常好",5,已购 幻夜黑 8GB+256GB,jd138111wuu,88,"手机外观很上档次家人很喜欢用完国补之后性价比特别高
用起来非常流畅觉特别好屏幕显示效果也非常好",手机 外观 上档次 家人 喜欢 完国补 之后 性价比 特别 起来 非常 流畅 特别 屏幕显示 效果 非常,商品9.csv
外观大方，屏幕丝滑，拍照效果超级哇塞，速度也快，待机时间挺长的，这个颜色是我非常喜欢的颜色，喜欢红色的，大家喜欢的可以下单了,5,已购 朱砂红 12GB+512GB,jd_5tzo89lpl8j0z7,89,外观大方屏幕丝滑拍照效果超级哇塞速度也快待机时间挺长的这个颜色是我非常喜欢的颜色喜欢红色的大家喜欢的可以下单了,外观 大方 屏幕 丝滑 拍照 效果 超级 哇塞 速度 待机时间 挺长 这个 颜色 非常 喜欢 颜色 喜欢 红色 大家 喜欢 可以 下单,商品9.csv
心心念念的X70终于到手了，拿到手后迫不及待打开了，屏幕清晰，尝试后各种功能都很好，外放的声音也很大，适合老年人使用,5,已购 幻夜黑 12GB+512GB,uren2222,90,心心念念的终于到手了拿到手后迫不及待打开了屏幕清晰尝试后各种功能都很好外放的声音也很大适合老年人使用,心心念念 终于 到手 拿到 手后 迫不及待 打开 屏幕 清晰 尝试 各种 功能 外放 声音 很大 适合 老年人 使用,商品9.csv
"外形外观：手感舒适，老人喜欢
屏幕音效：屏幕对老人来说，看着舒服，声音不刺耳
拍照效果：老人拍照够用了，不需要太专业
运行速度：速度流畅，不卡
待机时间：待机时间可以，不用老想着没电要充电",5,已购 幻夜黑 12GB+256GB,j***I,91,"外形外观手感舒适老人喜欢
屏幕音效屏幕对老人来说看着舒服声音不刺耳
拍照效果老人拍照够用了不需要太专业
运行速度速度流畅不卡
待机时间待机时间可以不用老想着没电要充电",外形 外观 手感 舒适 老人 喜欢 屏幕 音效 屏幕 老人 来说 看着 舒服 声音 刺耳 拍照 效果 老人 拍照 够用 需要 专业 运行 速度 速度 流畅 不卡 待机时间 待机时间 可以 不用 想着 没电要 充电,商品9.csv
大品牌值得信赖，外观漂亮，屏幕清晰流畅，拍照效果不错，运行速度很快。待机时间长，手感舒服，做活动价格优惠，好评,5,已购 幻夜黑 12GB+512GB,8bc72pvjt2xdey,92,大品牌值得信赖外观漂亮屏幕清晰流畅拍照效果不错运行速度很快待机时间长手感舒服做活动价格优惠好评,品牌 值得 信赖 外观 漂亮 屏幕 清晰 流畅 拍照 效果 不错 运行 速度 很快 待机时间 手感 舒服 活动 价格 优惠 好评,商品9.csv
特别好用的一款手机，第一次购买就被他的颜值吸引了，特别喜欢，家里人都说买的很好，朋友也吉利就推荐这一款手机，就是无敌性价比之王,5,已购 朱砂红 8GB+256GB,jd_bzrlou66j49c3q,93,特别好用的一款手机第一次购买就被他的颜值吸引了特别喜欢家里人都说买的很好朋友也吉利就推荐这一款手机就是无敌性价比之王,特别 好用 一款 手机 第一次 购买 颜值 吸引 特别 喜欢 家里人 朋友 吉利 推荐 一款 手机 就是 无敌 性价比 之王,商品9.csv
快递很快，非常方便，手机很好，性价比很高，现在还有国补活动，给家里老人换个手机，非常方便。内存也大了很多，用起来很丝滑顺畅。,5,已购 幻夜黑 12GB+256GB,jd_156205epl,94,快递很快非常方便手机很好性价比很高现在还有国补活动给家里老人换个手机非常方便内存也大了很多用起来很丝滑顺畅,快递 很快 非常 方便 手机 性价比 现在 还有 国补 活动 家里 老人 换个 手机 非常 方便 内存 很多 起来 很丝滑 顺畅,商品9.csv
手机收到了，给妈妈买的。我也算荣耀的粉丝吧，已经用了5个荣耀的手机了，耐用实用好用。最重要是价格平民，一次满意的购物。等过两天去给妈妈送过去,5,已购 月影白 8GB+256GB,文仔001,95,手机收到了给妈妈买的我也算荣耀的粉丝吧已经用了个荣耀的手机了耐用实用好用最重要是价格平民一次满意的购物等过两天去给妈妈送过去,手机 收到 妈妈 荣耀 粉丝 已经 荣耀 手机 耐用 实用 好用 重要 价格 平民 一次 满意 购物 两天 妈妈 过去,商品9.csv
"首先：这款手机性价比非常高
其次：运行也非常流畅，一点都不卡顿
而且：颜值非常高
最后：大内存，再没有存储担心了
推荐购买！！！",5,已购 朱砂红 12GB+512GB,Ivan2025,96,"首先这款手机性价比非常高
其次运行也非常流畅一点都不卡顿
而且颜值非常高
最后大内存再没有存储担心了
推荐购买",首先 手机 性价比 非常 其次 运行 非常 流畅 一点 不卡顿 而且 颜值 非常 最后 内存 没有 存储 担心 推荐 购买,商品9.csv
这个手机买了一段时间了，待机是真的长，一整天玩手机不用充电是比较爽的。还有就是屏幕很大，我个人比较满意。,5,已购 幻夜黑 12GB+256GB,5xjlc80ij2fhlp,97,这个手机买了一段时间了待机是真的长一整天玩手机不用充电是比较爽的还有就是屏幕很大我个人比较满意,这个 手机 一段时间 待机 真的 一整天 手机 不用 充电 比较 还有 就是 屏幕 很大 个人 比较满意,商品9.csv
给家里老爸买的，网上看了很多人的手机评测，这个手机性价比贼高，并且屏幕护眼很好，电池也大非常适合给家里老人用。,5,已购 竹韵青 12GB+256GB,jdbeimih,98,给家里老爸买的网上看了很多人的手机评测这个手机性价比贼高并且屏幕护眼很好电池也大非常适合给家里老人用,家里 老爸 网上 很多 手机 评测 这个 手机 性价比 并且 屏幕 护眼 电池 非常适合 家里 老人,商品9.csv
非常的好，性价比超高，给老爸尤其老年人有时候夜间玩手机所以选择了护眼功能还有超大的续航能力也是我比较喜欢的主要它是抗衰老年人可能一不小心有时候会掉地,5,已购 幻夜黑 12GB+512GB,武***o,99,非常的好性价比超高给老爸尤其老年人有时候夜间玩手机所以选择了护眼功能还有超大的续航能力也是我比较喜欢的主要它是抗衰老年人可能一不小心有时候会掉地,非常 性价比 超高 老爸 尤其 老年人 有时候 夜间 手机 所以 选择 护眼 功能 还有 超大 续航 能力 比较 喜欢 主要 抗衰老 可能 一不小心 有时候,商品9.csv
