评论,分数,产品,名字,平台,来源文件
金标抗摔手机，红色素皮感觉不错，对比之后选择了荣耀x70，国补活动性价比很高。希望当老人机使用个10年吧。,5,已购 朱砂红 8GB+128GB,f***8,未知平台,商品9.csv
"荣耀的品质和性价比还是可以的。
拍照清晰，新机的运行速度很快，不知道一年以后会怎么样。
外放声音不错。
自拍挺好",5,已购 竹韵青 12GB+512GB,dh1x9yi962x631,未知平台,商品9.csv
"外形外观：荣耀x70外观美观大方，黑曜石的颜色，高端大气上档次。
屏幕音效：屏幕音效增强，特别特别好。
拍照效果：拍照效果非常好，拍出来特别清晰，颜值高。
运行速度：运行速度非常非常快，给小孩学习，查资料，听网课。包括玩游戏，都非常流畅，不卡顿。点赞👍！",5,已购 幻夜黑 8GB+256GB,平安g健康,未知平台,商品9.csv
荣耀X70的外观延续了X系列的经典设计，但细节上更上一层楼。 镜头模组的银色环形设计辨识度很高，整体质感不输一些更贵的机型。,5,已购 幻夜黑 12GB+512GB,想太多7ian,未知平台,商品9.csv
拍下清晰，操作顺畅。待机时间长，手感舒服。非常的不错，然后换机也快，下载更新也快，充电时间快。原机还贴了膜，还送了手机壳，非常的省事儿，简单好用。,5,已购 朱砂红 8GB+256GB,u_h3x1ajnu2g2h,未知平台,商品9.csv
荣耀X70用了两周，屏幕清晰流畅，拍照效果比预期好很多，日常使用完全足够，性价比高，特别推荐给预算有限又想要好体验的朋友！,5,已购 竹韵青 8GB+256GB,史***6,未知平台,商品9.csv
荣耀X70手感好颜值高，8300mAh大电池续航超强，一天一充无压力。120Hz高刷屏流畅护眼，拍照清晰，系统稳定不卡顿，抗摔防水耐用，千元档性价比很高，值得入手。,5,已购 幻夜黑 8GB+128GB,浓妆淡雅熙,未知平台,商品9.csv
这款荣耀x70手机功能非常多。而且颜色很漂亮，还带nfc功能使用起来也很方便。唯一的遗憾是没有耳机插孔。,5,已购 竹韵青 8GB+256GB,q***h,未知平台,商品9.csv
荣耀手机真的太香了！屏幕色彩鲜艳得像会发光，自拍美得不像话。拍照清晰度超高，外放声音也超大，音质清晰不刺耳。机身轻薄手感绝了，绿色配色简直吸睛，拿在手里就是焦点！爱了爱了，强烈推荐！,5,已购 幻夜黑 8GB+128GB,j***7,未知平台,商品9.csv
外观漂亮大方，拍照效果不错，图片清晰美观，运行流畅，声音清晰洪亮，大小合适，手拿非常方便，内存够用，不错的一次购物体验，手机非常不错。,5,已购 幻夜黑 8GB+256GB,00y8q18gcanqwv,未知平台,商品9.csv
"春节期间买了一个送个家人当礼物，手机质感很不错。和之前的华为手机可以无缝衔接。手机外观设计很好看质感强。
拍照效果：不错",5,已购 朱砂红 12GB+256GB,弎弎得九,未知平台,商品9.csv
"买给婆婆用的。     
之前给妈妈买了一个。用着很好。  就给婆婆也买了一个。    
感觉挺好的 性价比很高。",5,已购 月影白 12GB+256GB,Emily嘟嘟菟,未知平台,商品9.csv
东西收到了，质量不错，细节做工都挺好。试用了一下，体验满意，符合描述，没什么问题。这个价位来说，性价比很高，值得入手。推荐给大家。,5,已购 竹韵青 8GB+128GB,浩然正气free,未知平台,商品9.csv
荣耀X70整体很满意，续航超强，一天重度使用无压力。屏幕清晰护眼，系统流畅稳定，拍照日常够用。机身做工扎实，握持舒适，信号和通话都不错。性价比很高，推荐入手！,5,已购 月影白 8GB+256GB,K***3,未知平台,商品9.csv
物流很快，次日到达。这款手机的颜值还是不错的，质感也很好，这重量拿起来也适中，操作很流畅，充电也比较快，能用一天不用再充，摄像头像素一般拍照也够用了,5,已购 幻夜黑 12GB+512GB,人***败,未知平台,商品9.csv
这款手机性价比非常高，我之前是给我爸买了，然后这次我妈生日，我又给她买了这款手机的红色，长辈非常喜欢！,5,已购 朱砂红 12GB+256GB,7***安,未知平台,商品9.csv
荣耀X70手机真心不错！屏幕显示清晰细腻，看视频特别舒服。拍照效果出乎意料地好，夜景模式很给力。系统运行流畅，电池续航持久，一天一充完全够用。颜值高、手感好，性价比真的高！,5,已购 幻夜黑 8GB+128GB,卍***n,未知平台,商品9.csv
"外形外观：非常漂亮大气
屏幕音效：屏幕显示效果很好
拍照效果：拍照也不错
运行速度：运行速度很快
待机时间：待机时间很长
非常喜欢这个手机📱",5,已购 朱砂红 12GB+512GB,书成云轩,未知平台,商品9.csv
机挺好的，看起来挺轻薄，用起来还蛮流畅的， 给老妈买的手机，希望她能喜欢能开心。 就是手机套是黑色的，可惜看不到里面的,5,已购 朱砂红 8GB+128GB,jd_137000rrr,未知平台,商品9.csv
荣耀X70这款手机价格实惠！电池续航时间长！触屏反应快！音质也不错！充电快！适合中老年人！功能够用！👍👍,5,已购 幻夜黑 12GB+256GB,1***g,未知平台,商品9.csv
京东配送速度非常快，下单后第2天就收到货了，产品包装完好，没有破损，手机外观漂亮，入库及时，系统运行流畅，一点都不卡顿。,5,已购 竹韵青 8GB+256GB,羊***2,未知平台,商品9.csv
荣耀X70续航直接封神！8300mAh的超大电池，日常用两天一充完全没问题，告别电量焦虑。IP69K防水+2.5米抗摔，下雨天、手滑摔落都不怕，特别省心￼￼￼。1.5K护眼直屏显示清晰，日常刷视频、看剧很舒服，千元机这个配置太香了！,5,已购 幻夜黑 12GB+256GB,N***星,未知平台,商品9.csv
这款手机真的超乎期待！外放声音清晰洪亮，操作很流畅不卡顿，日常使用非常顺手。待机时间也很给力，一天下来电量依然充足。自拍效果自然好看，美颜恰到好处。快递包装严实📦，送货速度非常快，配送员服务态度也特别好。整体体验满分，强烈推荐！🌟🌟🌟🌟🌟,5,已购 朱砂红 12GB+256GB,j***y,未知平台,商品9.csv
"外形外观：外观好看，白色很干净
屏幕音效：屏幕超级清晰
运行速度：也不卡
待机时间：待机时间长
不错👍家人用很合适",5,已购 月影白 12GB+256GB,聪***市,未知平台,商品9.csv
"尺寸刚刚好，质量也非常好，店家的包装太用心了，值得推荐！
超大电池 用来给父母平时使用 看中防水续航功能",5,已购 幻夜黑 8GB+256GB,我***Z,未知平台,商品9.csv
荣耀X70手感好，8300mAh大电池续航超强，两天一充无压力。80W快充回血快，1.5K护眼屏清晰舒服，日常使用流畅。IP69K防水抗摔很耐用，千元机性价比很高，满意！,5,已购 幻夜黑 8GB+256GB,北***7,未知平台,商品9.csv
手机质量很好，屏幕清晰度高，运行速度快。本身也是买给家里老人的，用着还不错，刚开始老人还在慢慢适应中,5,已购 朱砂红 8GB+256GB,jd_pr95038feovh07,未知平台,商品9.csv
手机颜值太高，手感轻薄舒适。屏幕清晰护眼，运行流畅不卡顿，打游戏超稳。续航给力，快充秒回血。拍照色彩真实，出片率高。性价比爆棚，真心推荐！,5,已购 月影白 8GB+128GB,j***a,未知平台,商品9.csv
"感觉可以，挺好用的，给父母买的，
外形外观：漂亮的，感觉挺好用，
屏幕音效：显示也不错，
拍照效果：视觉效果
运行速度：感觉挺流畅",5,已购 幻夜黑 8GB+256GB,jd_cTQKjWIYEtor,未知平台,商品9.csv
电池耐用，系统流畅，设置方便这款手机太给力了！电池续航强得离谱，一整天刷剧、打游戏完全无压力。系统运行丝滑流畅，操作快到飞起，设置界面简洁又方便。外观质感高级，拿在手里很有分量感，自拍效果也超清晰。用了一周，体验满分，强烈推荐！,5,已购 幻夜黑 8GB+256GB,约定5188,未知平台,商品9.csv
手机到了，给妈妈买的，她挺喜欢的，尤其是yoyo智能体，简化了很多操作，导航到哪里只需要呼叫悠悠就可以了。手机也很流畅，拍照也很清晰。刷个视频，发个微信满够用了。,5,已购 朱砂红 8GB+128GB,33nx9rl42n6gi5,未知平台,商品9.csv
这款手机简直太香了！屏幕色彩鲜艳到爆，阳光下也能清晰可见，外放声音超大，追剧根本不用戴耳机。手感舒适，握持感满分，操作流畅得飞起，日常使用完全无压力，强烈推荐！,5,已购 月影白 8GB+256GB,平淡戈凡,未知平台,商品9.csv
"目前使用起来没什么问题，续航时间长
手机整体还是比较轻的，手握不费力
颜色比较好看，自带贴膜还是要换一下，容易留手印
总的来说还不错",5,已购 幻夜黑 12GB+256GB,8***d,未知平台,商品9.csv
"🌟这款手机手感真的超舒服，握着很稳～📱
🌈屏幕色彩鲜艳，画面清晰又流畅，追剧超爽！🎬
📦快递包装严实，一点没磕碰，细节满分✅
🚚送货速度飞快，配送员服务也超贴心😊
✨整体体验非常棒，强烈推荐！👍",5,已购 月影白 8GB+256GB,韵凌华,未知平台,商品9.csv
"给老人买了荣耀X70，说是使用起来感觉很满意。手机操作简单，界面清晰，电池续航也很给力，一天下来还有剩余电量。拍照效果不错，拍出来的照片清晰度高。
总体评价，荣耀X70性价比高，非常适合长辈使用。",5,已购 朱砂红 8GB+256GB,jd_134052mui,未知平台,商品9.csv
神机就是神机，功能强大，性价比超高，设备共享，投屏，超级方便，关键是什么，电池超赞，我可以三天充一次电，就剩30%也能用一天，当然持续打游戏，刷视频肯定不行，到这个已经很好了。,5,已购 朱砂红 12GB+512GB,jd_haizi9354,未知平台,商品9.csv
这个价的手机质感还是可以的，握着舒服，声音很大，屏幕显示色彩不错的。自拍只能说一般，但这个价格入手给家长性价比很高了。,5,已购 朱砂红 12GB+512GB,j***p,未知平台,商品9.csv
还可以吧，买给老人用的，比较轻，速度不玩游戏还可以。用了几天才评价的，原机带了膜➕壳，这个没想到。后续有问题再追加吧,5,已购 幻夜黑 12GB+256GB,j***n,未知平台,商品9.csv
年前使用国补买的，价格也还算合适吧，画质清晰，声音也很清晰，系统操作很流畅，自带贴膜和手机壳，很贴心啊。老爸用着挺顺手。,5,已购 幻夜黑 8GB+256GB,J***D,未知平台,商品9.csv
这款荣耀X70真的太赞了！😍不仅外观时尚大气，而且性能也非常强大。无论是玩游戏还是看视频都能轻松应对，完全不卡顿、发热严重的情况出现。最重要的是价格还这么亲民，性价比超高啊！,5,已购 竹韵青 8GB+256GB,有梦想的小海豚,未知平台,商品9.csv
性价比高，虽然网上说是低端机，但评价说续航能力长，对于我主要是工作用很合适，从2017年就用的荣耀手机，还是习惯这个品牌的手机,5,已购 朱砂红 12GB+512GB,wenjin1980,未知平台,商品9.csv
给老妈买的，背面红色很大气，除了感觉拍照不太行，其他都还可以。充电一次能用挺久的，看看视频啥的也够了。,5,已购 朱砂红 8GB+256GB,j***o,未知平台,商品9.csv
非常不错，就是没用到国补很不高兴,3,已购 幻夜黑 8GB+128GB,j***0,未知平台,商品9.csv
"手机
外形外观：个人觉得还可以。昨天下午下单，物流很快，第二天上午就到了快递小姐姐耐心的给上传数据什么的，用着还可以，反应快",5,已购 幻夜黑 12GB+512GB,家***么,未知平台,商品9.csv
这款手机是在京东自营上购买的，京东物流送货很快就收到了。手机外观大气，红色喜庆，大小合适，屏幕清晰，音效很好，拍照自带美颜，出片美丽，棒棒哒！,5,已购 朱砂红 8GB+128GB,zhq0366,未知平台,商品9.csv
"好用
外形外观：好看
屏幕音效：很好
拍照效果：好看有动图 清晰
运行速度：很快 符合本人要求
待机时间：很长 续航时间久
其他特色：嗯怎么说呢反正很好",5,已购 月影白 8GB+256GB,k***4,未知平台,商品9.csv
手机非常高端上档次.手感好.速度快.照相清晰.这个价位这个品质太高了.非常奈斯！真心觉得现在荣耀做的不错！,5,已购 朱砂红 8GB+128GB,yidong1314,未知平台,商品9.csv
待机时间很长，充电也快，参加了以旧换新和国补，超划算的价格，运行速度没问题，外观大气上档次，过年买来送给老人，很好的礼物🎁。,5,已购 幻夜黑 8GB+128GB,j***8,未知平台,商品9.csv
